"titulo","empresa","ubicacion","publicado","enlace","pagina","contrato","requisitos","descripcion","salario"
"Asesor de ventas tienda Charly","Grupo Charly / Skechers","Mazatlán, Sinaloa","Hace 7 horas (actualizada)","https://mx.computrabajo.com/trabajo-de-futbolista#8D1EBB3649EF726F61373E686DCF3405",1,"Otro tipo de contrato","[""Educación mínima: Educación secundaria"",""Edad: entre 18 y 99 años""]","Líder en la venta de calzado deportivo ¡¡¡Busca gente como tú, talento que deja huella!!! SOLICITAMOS VENDEDOR/A DE PISO DE TIENDA PLAZA GALERIAS MAZATLAN Y PLAZA SENDERO MAZATLAN Ofrecemos: Sueldo base mensual $9,000 Pago semanal los viernes. Premio de puntualidad $360 mensuales premio de asistencia $540 mensuales. poyo de transporte $600 Comisiones quincenales Contratación directa con la empresa Prestaciones de ley y superiores desde el primer día IMSS, INFONAVIT, FONACOT, Vacaciones con forme a la ley. Fondo de ahorro 4% del salario base mensual Caja de ahorro Descuento en tiendas Apoyo de gastos funerarios (opcional) Capacitación pagada y constante Obsequio de cumpleaños Actividades: Atención al cliente Recepción, conteo, etiquetado y acomodo de mercancía Limpieza del área de trabajo ¡NOSOTROS TE CAPACITAMOS EN TIENDA! Solo necesitas: Gusto por las ventas, facilidad de palabra, trabajar en equipo y disponibilidad de turno completo. Disponibilidad de rotar turnos Tener ine, rfc y papelería basica.","$ 10,500.00 (Mensual)"
"Asesor de ventas tienda Charly","Grupo Charly / Skechers","León, Guanajuato","Hace 9 horas (actualizada)","https://mx.computrabajo.com/trabajo-de-futbolista#CF56A0D493312BB361373E686DCF3405",1,"Otro tipo de contrato","[""Educación mínima: Educación superior - Licenciatura"",""Edad: A partir de 20 años"",""Conocimientos: Microsoft Office""]","Empresa mexicana líder en la industria, con presencia internacional. Tenemos más de 70 años especializados en la comercialización, importación, exportación, manufactura y retail de calzado, ropa y accesorios deportivos. Contamos con 200 tiendas a nivel nacional y grandes proyectos internacionales. Actualmente estamos en búsqueda de nuestro próximo Practicante de Relaciones Laborales Esta posición realizará prácticas profesionales de forma presencial en la ciudad de León, Guanajuato. Buscamos talento que sea creativo, dinámico y orientado a resultados. Principales Funciones, no limitativas. 1.- Atenciones al personal y desvinculaciones, control de permisos y ausentismo. 2.- Comunicación institucional, control de asignación de lokers. 3.- Control de expedientes (altas y bajas) 4.- Atender y ofrecer los servicios del área de Talento Humano al área de manufactura Requisitos: Escolaridad: Cursar últimos semestres o cuatrimestres en la Licenciatura en Psicología Organizacional, Relaciones Industriales, Gestión de Capital Humano o afín. Experiencia y conocimientos teóricos y técnicos: Conocimientos teóricos en relaciones laborales, atenciones al personal, tareas administrativas. Software: Manejo de paquetería Office ¡Ponte los tenis, queremos que seas parte del equipo, vive el mejor momento con GRUPO CHARLY!","A convenir"
"Asesor de ventas tienda Charly","Grupo Charly / Skechers","Tlalpan, Ciudad de México DF","Ayer (actualizada)","https://mx.computrabajo.com/trabajo-de-futbolista#C842D5148798113661373E686DCF3405",1,"Contrato por tiempo indeterminado","[""Educación mínima: Educación media superior -Bachillerato General"",""Edad: entre 18 y 35 años""]","TU CARRERA COMIENZA AQUÍ Si te gusta el servicio al cliente esta es tu oportunidad para formar parte de nuestro equipo de trabajo como VENDEDOR en Skechers TERRAZA COAPA! Ofrecemos: Sueldo base 9,500 mensuales brutos Comisiones Prestaciones de ley desde el primer (IMSS, INFONAVIT, Aguinaldo, Vacaciones, prima vacacional, prima dominical) Prestaciones superiores (Fondo de ahorro, caja de ahorro) 2 descansos entre semana Estabilidad laboral Requisitos: Gusto por Servicio al cliente Disponibilidad de horario Facilidad de palabra ¡SÉ PARTE DE NUESTRA GRAN FAMILIA!","A convenir"
"Asesor de ventas tienda Charly","Grupo Charly / Skechers","Benito Juárez, Ciudad de México DF","Ayer (actualizada)","https://mx.computrabajo.com/trabajo-de-futbolista#68B547AA064A805C61373E686DCF3405",1,"Contrato por tiempo indeterminado","[""Educación mínima: Educación media superior -Bachillerato General"",""Menos de 1 año de experiencia"",""Edad: entre 18 y 35 años""]","TU CARRERA COMIENZA AQUÍ Si te gusta el servicio al cliente esta es tu oportunidad para formar parte de nuestro equipo de trabajo como CAJER@ en Skechers MITIKAH (METRO COYOACAN)! Ofrecemos: Sueldo base 9,500 mensuales brutos Bonos por cumplimiento de metas Prestaciones de ley desde el primer (IMSS, INFONAVIT, Aguinaldo, Vacaciones, prima vacacional, prima dominical) Prestaciones superiores (Fondo de ahorro, caja de ahorro) 2 descansos entre semana Estabilidad laboral Requisitos: Manejo de efectivo y terminal bancaria Gusto por Servicio al cliente Disponibilidad de horario Facilidad de palabra ¡SÉ PARTE DE NUESTRA GRAN FAMILIA!","A convenir"
"Asesor de ventas tienda Charly","Grupo Charly / Skechers","Monterrey, Nuevo León","Ayer (actualizada)","https://mx.computrabajo.com/trabajo-de-futbolista#57E11C42684C078861373E686DCF3405",1,"Contrato por tiempo indeterminado","[""Educación mínima: Educación media superior -Bachillerato General"",""1 año de experiencia"",""Edad: A partir de 25 años""]","GRUPO CHARLY Y SKECHERS TIENDA DE CALZADO DEPORTIVA SOLICITA GERENTE DE TIENDA . OFRECEMOS: SUELDO SEMANAL COMISIONES POR QUINCENA BONO DE ASISTENCIA BONO DE TRANSPORTE BONO DE PUNTUALIDAD FONDO Y CAJA DE AHORRO DESCUENTOS EN TIENDA VACACIONES ANTES DE CUMPLIR EL AÑO PRESTACIONES DE LEY 2 DÍAS DE DESCANSO . REQUISITOS: PREPARATORIA TERMINADA EXPERIENCIA COMO LIDER, SUBGTE O JEFE DE PISO DE TIENDA MINIMO 1 AÑO CONOCIMIENTO DE KPIS FUNCIONES: MANEJO DE PERSONAL MANEJO KPIS ORGANIZAR HORARIOS ENVÍO DE REPORTES DELEGAR ACTIVIDADES ADMINISTRACIÓN DE TIENDA MANEJO DE PROCESOS Y POLITICAS INTERNAS INVENTARIOS VISUAL CAJA ENTREGA DE VALORES APERTURA Y CIERRE DE TIENDA VENTAS ATENCIÓN CLIENTES ORDEN DE TIENDA","$ 12,000.00 (Mensual)"
"Asesor de ventas tienda Charly","Grupo Charly / Skechers","Guadalajara, Jalisco","Ayer (actualizada)","https://mx.computrabajo.com/trabajo-de-futbolista#44CC42A31CD04C5E61373E686DCF3405",1,"Contrato por tiempo indeterminado","[""Educación mínima: Educación secundaria"",""Menos de 1 año de experiencia"",""Edad: A partir de 18 años"",""Conocimientos: Atención al cliente, Trabajo en equipo, Ventas""]","Que esperas para ser parte de las mejores marcas deportivas. -En CHARLY y SKECHERS Buscamos personal para las tiendas - Gran Plaza - Galerías del calzado - Plaza Arboledas Si tienes experiencia y buscas crecimiento, o si no tienes experiencia y buscas aprender, ESTE ES TU LUGAR. Tus actividades serian: -Bridar la bienvenida al cliente -Ofrecer nuestros productos buscando la satisfacción del cliente -Realizar limpieza de áreas -Acomodo de mercancía según indicaciones Gerenciales Requisitos: -Facilidad de palabra -Trabajo de tiempo completo -Facilidad de adaptación Te ofrecemos: -Sueldo base $9,500 pagados semanalmente -Bono de asistencia y puntualidad de $1,900 - Apoyo de trasporte $900 -Pago de comisiones por quincena *Todas las prestaciones de ley *Descuentos en las marcas *Fondo de ahorro del 4% *Regalos de cumpleaños y más... No esperes más y únete a esta gran marca","$ 9,499.00 (Mensual) + Comisiones"
"Asesor de ventas tienda Charly","Grupo Charly / Skechers","Cuautitlán Izcalli, Estado de México","Ayer (actualizada)","https://mx.computrabajo.com/trabajo-de-futbolista#55BA7A1757A5365961373E686DCF3405",1,"Contrato por tiempo indeterminado","[""Educación mínima: Educación media superior -Bachillerato General"",""1 año de experiencia"",""Edad: entre 18 y 35 años""]","ASESOR DE VENTAS/ CAJERO – GIRO RETAIL CON OPORTUNIDAD DE CRECIMIENTO Y PRESTACIONES SUPERIORES VENDEDOR / CAJERO CHARLY PUNTA NORTE *ESTA VACANTE NO ES POR TEMPORADA VACACIONAL* PERFIL: Innovadora empresa con presencia nacional, enfocada al giro Retail, te invita a formar parte de la gran familia como: ASESOR DE VENTAS Bachillerato concluido o trunco, 6 meses de experiencia en ventas en giro retail, facilidad de palabra, Orientado a resultados, manejo de caja y efectivo Sigue mejorando tus habilidades y conocimientos, además adquiere mayor experiencia desempeñando las siguientes funciones: Ventas y asesoría de producto Atención y servicio al cliente Resurtido, etiquetado y acomodo de mercancía acorde al manual de la empresa Limpieza de área de trabajo Ventas bajo objetivos e indicadores Cobro de mercancía (Arqueos, cortes, y buen manejo de efectivo) Ventas adicionales en caja Compensaciones La gran familia Charly / Skechers valora tu interés en formar parte de este gran equipo; ofreciéndote las siguientes compensaciones: · Plan de crecimiento · Sueldo competitivo · Aguinaldo · Prima vacacional · Rol de turnos accesibles · Estabilidad laboral · Pago semanal · Fondo de Ahorro 4% · Capacitación constante · Descuentos en productos de nuestras marcas · Grandes Bonos · Uniformes sin costo ¡No lo pienses más y ven a formar parte de la Gran Familia Charly / Skechers! Postúlate ahora mismo por este medio.","$ 9,500.00 (Mensual) + Comisiones"
"Asesor de ventas tienda Charly","Grupo Charly / Skechers","Querétaro, Querétaro","Ayer (actualizada)","https://mx.computrabajo.com/trabajo-de-futbolista#307FB380B67BFC7461373E686DCF3405",1,"Contrato por tiempo indeterminado","[""Educación mínima: Educación media superior -Bachillerato General"",""2 años de experiencia"",""Edad: entre 25 y 50 años"",""Conocimientos: Gestión de ventas, Ventas""]","Grupo Charly, líder en la venta de calzado deportivo ¡¡¡Busca gente como tú, talento que deja huella!!! S O L I C I T A : POR APERTURA SUBGERENTE Y GERENTE DE TIENDA SKECHERS EN PLAZA GALERIAS QUERETARO OFRECEMOS: Pago Semanal Comisiones quincenales. Prestaciones de ley desde el primer día Aguinaldo Vacaciones conforme a la nueva ley Contratación directa con la empresa Capacitación constante Uniforme Fondo de ahorro del 4% Caja de ahorro (opcional) Bono de transporte Bonos de puntualidad Bono de asistencia Obsequio de cumpleaños. Obsequio de aniversario laboral. Descuento en tienda de productos de la marca Disponibilidad de trabajar de L-D con una hora de comida, con 2 días de descanso entre semana Estabilidad laboral Funciones Apoyo Administración de tienda Control de indicadores operativos y comerciales Apertura y cierre de tienda Manejo de inventarios Apego a políticas y normas de la empresa Manejo de personal Capacitación de personal REQUISITOS INDISPENSABLES Experiencia en negocio Retail/ventas (indispensable) MIN 2 AÑOS Enfoque a resultados. Comunicación efectiva. Asertividad. Trabajo en equipo. Liderazgo. ¡Únete a nuestro equipo de trabajo! Sí estas interesado (a) y cubres el perfil, postúlate por este medio o comunícate al 479 103 0127","$ 12,000.00 (Mensual)"
"Asesor de ventas tienda Charly","Grupo Charly / Skechers","Zapopan, Jalisco","Hace 2 días (actualizada)","https://mx.computrabajo.com/trabajo-de-futbolista#577D70B2C7E6317161373E686DCF3405",1,"Contrato por tiempo indeterminado","[""Educación mínima: Educación secundaria"",""Edad: A partir de 18 años""]","Grupo Charly/Skechers, líder en la venta de calzado deportivo SOLICITA ASESOR DE VENTAS TIEMPO COMPLETO - PLAZA GALERIAS DEL CALZADO ¡¡¡Buscamos gente como tú, y formamos el talento que deja huella!!! Únete a esta gran empresa 100% mexicana Te ofrecemos: Sueldo base $9,500 mensuales brutos + Bono de asistencia $950 mensuales + Bono de puntualidad $950 mensuales + Bono de transporte $1,000 mensuales Pago semanal ¡PUNTUAL! Atractivas comisiones quincenales Contratación directa por la empresa DOS DIAS DE DESCANSO Prestaciones de ley y superiores desde el primer día IMSS INFONAVIT Aguinaldo Vacaciones Fondo de ahorro Descuento en tiendas Charly y Skechers Apoyo de gastos funerarios Capacitación pagada y constante Actividades: Atención al cliente y ventas Limpieza del área de trabajo Apoyo en acomodo de mercancía Solo necesitas: Escolaridad desde secundaria terminada, trabajar en equipo y disponibilidad de turno completo ¡No necesitas experiencia! Horario: Lunes a Domingo de 10:30 a 8:00 con 1 hora de comida y 2 descansos entre semana. Postúlate por este medio o asiste a entrevista en sucursal con CV o solicitud elaborada.","$ 9,500.00 (Mensual) + Comisiones"
"Asesor de ventas tienda Charly","Grupo Charly / Skechers","Los Cabos, Baja California Sur","Hace 2 días (actualizada)","https://mx.computrabajo.com/trabajo-de-futbolista#65A08C805FFE903E61373E686DCF3405",1,"Otro tipo de contrato","[""Educación mínima: Educación secundaria"",""Edad: A partir de 18 años""]","Líder en la venta de calzado deportivo ¡¡¡Busca gente como tú, talento que deja huella!!! SOLICITAMOS VENDEDOR/A DE PISO DE TIENDA PLAZA ESFERA PUERTO PARAISO - LOS CABOS Ofrecemos: Sueldo base mensual $10,000. Pago semanal los viernes. Premio de puntualidad $400 mensuales premio de asistencia $600 mensuales. poyo de transporte $800 Comisiones quincenales Contratación directa con la empresa Prestaciones de ley y superiores desde el primer día IMSS, INFONAVIT, FONACOT, Vacaciones con forme a la ley. Fondo de ahorro 4% del salario base mensual Caja de ahorro Descuento en tiendas Apoyo de gastos funerarios (opcional) Capacitación pagada y constante Obsequio de cumpleaños Actividades: Atención al cliente Recepción, conteo, etiquetado y acomodo de mercancía Limpieza del área de trabajo ¡NO NECESITAS TENER EXPERIENCIA, TE CAPACITAMOS! Solo necesitas: Gusto por las ventas, facilidad de palabra, trabajar en equipo y disponibilidad de turno completo. Disponibilidad de rotar turnos Tener ine, rfc y papelería basica.","$ 11,800.00 (Mensual) + Comisiones"
"Asesor de ventas tienda Charly","Grupo Charly / Skechers","Acapulco de Juárez, Guerrero","Hace 2 días (actualizada)","https://mx.computrabajo.com/trabajo-de-futbolista#E737D6374F55A2B761373E686DCF3405",2,"Contrato por tiempo indeterminado","[""Educación mínima: Educación media superior -Bachillerato General"",""1 año de experiencia"",""Edad: entre 18 y 35 años""]","VENDEDOR / CAJERO TIENDA SKECHERS GALERÍAS DIANA ACAPULCO PERFIL: Innovadora empresa con presencia nacional, enfocada al giro Retail, te invita a formar parte de la gran familia como: ASESOR DE VENTAS Bachillerato concluido o trunco, 6 meses de experiencia en ventas en giro retail, facilidad de palabra, Orientado a resultados, manejo de caja y efectivo Sigue mejorando tus habilidades y conocimientos, además adquiere mayor experiencia desempeñando las siguientes funciones: Ventas y asesoría de producto Atención y servicio al cliente Resurtido, etiquetado y acomodo de mercancía acorde al manual de la empresa Limpieza de área de trabajo Ventas bajo objetivos e indicadores Cobro de mercancía (Arqueos, cortes, y buen manejo de efectivo) Ventas adicionales en caja Compensaciones La gran familia Charly / Skechers valora tu interés en formar parte de este gran equipo; ofreciéndote las siguientes compensaciones: · Plan de crecimiento · Sueldo competitivo · Aguinaldo · Prima vacacional · Rol de turnos accesibles · Estabilidad laboral · Pago semanal · Fondo de Ahorro 4% · Capacitación constante · Descuentos en productos de nuestras marcas · Grandes Bonos · Uniformes sin costo ¡No lo pienses más y ven a formar parte de la Gran Familia Charly / Skechers! Postúlate ahora mismo por este medio.","$ 8,500.00 (Mensual) + Comisiones"
"Asesor de ventas tienda Charly","Grupo Charly / Skechers","León, Guanajuato","Hace 2 días (actualizada)","https://mx.computrabajo.com/trabajo-de-futbolista#5A2F30401AD6CEC861373E686DCF3405",2,"Contrato por tiempo indeterminado","[""Educación mínima: Educación superior - Licenciatura"",""1 año de experiencia"",""Idiomas: Inglés"",""Edad: A partir de 22 años""]","Grupo Charly, empresa mexicana líder en la industria, con presencia internacional. Tenemos más de 70 años especializados en la comercialización, importación, exportación, manufactura y retail de calzado, ropa y accesorios deportivos. Actualmente contamos con 200 tiendas a nivel nacional y grandes proyectos internacionales. Orgullosos Patrocinadores varios de equipos de futbol de la liga MX, liga USL. Siendo parte de la familia Charly, se nos brinda la oportunidad de trabajar en lo que más nos apasiona. Nos encontramos buscando talento que sea innovador, proactivo, dinámico y orientado a resultados. Actualmente estamos en búsqueda de un Analista de Logística e Importaciones (Materia Prima), esta posición trabaja de forma presencial en la ciudad de León, Guanajuato. Buscamos talento que sea creativo, dinámico y orientado a resultados. Principales Funciones, no limitativas. 1.-Elaboración y seguimiento del plan de embarque confirmado por planeación de fábrica para asegurar las salidas en tiempo de la materia prima. 2.-Informar al área de planeación de fábrica de cualquier retraso en la llegada de la mercancía. 3.-Validación de documentos de importación de contenedores y guías (Tech packages y Lotes piloto) 4.-Dar seguimiento puntual a los embarques y guías para asegurar la llegada a tiempo de la mercancía a la fábrica. 5.-Creación de base de datos de materia prima. 6.-Confirmación de bookings. 7.-Coordinar despacho en conjunto con AA. 8.-Coordinar junto con planeación de fábrica la llegada de contenedores a planta. 9.-Generación de expedientes por operación (contenedor) y entrega completa al área de Auditoría. 10.-Conciliar los estados de cuenta de los proveedores de materia prima. 11.-Generación y creación de cartas de crédito. 12.-Coordinar con transportistas y custodia el traslado de la mercancía de patios externos a la fábrica. Requisitos: Escolaridad: Lic. concluida en Negocios Internacionales, Comercio Exterior o Internacional o afin. Experiencia en puestos similares: Proceso de compras, importación de materiales para el calzado, seguimiento de embarques y contacto con proveedores. Siendo parte de la familia Charly, se nos brinda la oportunidad de trabajar en lo que más nos apasiona. Los beneficios de trabajar con nosotros incluyen: · Pago semanal · Prestaciones de ley y adicionales a los de la ley · Fondo de Ahorro · Caja de ahorro (a elección del colaborador) · Descuentos especiales para empleado en productos de la marca · Estabilidad laboral · Servicio médico · Convenios empresariales","A convenir"
"Asesor de ventas tienda Charly","Grupo Charly / Skechers","León, Guanajuato","Hace 2 días (actualizada)","https://mx.computrabajo.com/trabajo-de-futbolista#EBB9EED3B6F5F8B761373E686DCF3405",2,"Contrato por tiempo indeterminado","[""Educación mínima: Educación superior - Licenciatura"",""1 año de experiencia"",""Edad: A partir de 27 años""]","Empresa mexicana líder en la industria, con presencia internacional. Tenemos más de 70 años especializados en la comercialización, importación, exportación, manufactura y retail de calzado, ropa y accesorios deportivos. Actualmente contamos con 200 tiendas a nivel nacional y grandes proyectos internacionales. Orgullosos Patrocinadores varios de equipos de futbol de la liga MX, liga USL y Liga Chilena. Siendo parte de la familia Charly, se nos brinda la oportunidad de trabajar en lo que más nos apasiona. Nos encontramos buscando talento que sea innovador, proactivo, dinámico y orientado a resultados. Actualmente estamos en búsqueda de nuestro próximo: SUPERVISOR DE SEGURIDAD PATRIMONIAL Esta posición es para trabajar presencial en la ciudad de León, GTO. (Zona de Timoteo Lozano) Principales Funciones no limitativas: 1.- Implementar del plan estratégico de capacitación para el personal de seguridad patrimonial y de auto protección para el personal interno de la compañía. 2.- Garantizar la continuidad de las operaciones de seguridad y protección en la UdN a su cargo, a través de la correcta planeación y ejecución de cobertura operativa de los Oficiales a su cargo. 3.- Asegurar la correcta ejecución de las políticas y procedimientos de seguridad patrimonial aplicables en la UdN. 4.- Elaboración y ejecución de los indicadores de desempeño de los Oficiales de seguridad a su cargo, sí como la documentación y aplicación de los planes de mejora. 5.- Colaborar en la realización de las actualizaciones del estudio de vulnerabilidad y riesgos anual, así como en el seguimiento del plan de acción correctivo que emane de dicho estudio. 6.- Documentar, actualizar y difundir los procedimientos institucionales de la UdN a su cargo, en coordinación con el área de procesos. 7.- Elaborar reportes de control y seguimiento a incidencias detectadas y atendidas. 8.- Participar en la investigaciones, entrevistas e interrogatorios generados de incidencias que afecten el patrimonio de la compañía. 9.- Participar de los vínculos estratégicos y acuerdos de colaboración con asociaciones, autoridades y grupos de trabajo en materia de seguridad. 10.- Asegurar la comunicación e interacción con los proveedores de custodias, rastreo satelital y servicios logísticos durante los viajes carreteros. 11.- Colaborar en la actualización de rutas carreteras seguras, estrategias de seguridad en tránsito, así como los estándares y procedimientos de seguridad logística. Requisitos: Escolaridad: Licenciatura en curso o concluida en criminología, criminalística, seguridad pública o afín. Experiencia de 2 años en puestos de supervisión de seguridad patrimonial Manejo de office. (Excel intermedio) Compensación: Nosotros recompensamos tu pasión, los beneficios de trabajar para Grupo Charly, incluyen: • Pago semanal • Prestaciones de ley y adicionales a los de la ley • Fondo de Ahorro • Caja de ahorro (a elección del colaborador) • Descuentos especiales para empleado en productos de la marca • Obsequio de vales de calzado • Estabilidad laboral • Servicio médico • Convenios empresariales • Boletos patrocinados por Charly • Obsequio de cumpleaños • Subsidio de comedor • Apoyo de gastos funerarios (a elección del colaborador) ¡¡¡Si cumples con la experiencia y requisitos, no dudes en postularte!!!¡Ponte los tenis, queremos que seas parte del equipo, vive el mejor momento con GRUPO CHARLY!","A convenir"
"Asesor de ventas tienda Charly","Grupo Charly / Skechers","León, Guanajuato","Hace 2 días (actualizada)","https://mx.computrabajo.com/trabajo-de-futbolista#7BA2FEDF5066D17261373E686DCF3405",2,"Contrato por tiempo indeterminado","[""Educación mínima: Educación media superior - Bachillerato Tecnológico"",""2 años de experiencia"",""Edad: A partir de 20 años""]","Únete a nuestro equipo de Trabajo. Te invitamos a participar en nuestro proceso de selección para la vacante de Responsable de Almacén Skechers de Outlet Mulza. Tenemos para ti: Sueldo Base Atractivo esquema de Comisiones Prestaciones de Ley desde el primer día Fondo de Ahorro Caja de Ahorro Bono de Puntualidad semanal Bono de asistencia semanal Créditos de empleado Capacitación constante Descuentos en la compañía Requisitos: Preparatoria Terminada Mayores de Edad Contar con Rfc INE vigente Manejo de Inventarios y almacén Interesados acudir a la sucursal o postularse por este medio.","$ 11,500.00 (Mensual)"
"Asesor de ventas tienda Charly","Grupo Charly / Skechers","Coronango, Puebla","Hace 2 días (actualizada)","https://mx.computrabajo.com/trabajo-de-futbolista#ADF515412086B3E261373E686DCF3405",2,"Contrato por tiempo indeterminado","[""Educación mínima: Educación media superior -Bachillerato General"",""1 año de experiencia"",""Edad: entre 18 y 99 años""]","Tu carrera comienza aquí, ¡¡¡DISFRUTEMOS EL CAMINO JUNTOS!!! Únete a nuestro equipo de Tienda Skechers outlet Puebla, buscamos Cajera Tiempo Completo. Te Ofrecemos: * Prestaciones de ley.. * Sueldo base. * Bono de transporte adicional al salario * Pago Semanal. * Comisiones quincenales. *Dos días de descanso a la semana * Descuentos permanentes en artículos de las tiendas del grupo. * Fondo de ahorro. * Apoyo de gastos funerarios. * Regalos de cumpleaños. * Bonos por temporada. ¡¡¡ Sé parte de nuestra familia!!!","$ 9,500.00 (Mensual) + Comisiones"
"Asesor de ventas tienda Charly","Grupo Charly / Skechers","Puebla, Puebla","Hace 2 días (actualizada)","https://mx.computrabajo.com/trabajo-de-futbolista#AC789C5C85E7999361373E686DCF3405",2,"Contrato por temporada","[""Educación mínima: Educación media superior -Bachillerato General"",""Edad: entre 18 y 99 años""]","**GRUPO SKECHERS** Somos una empresa líder a nivel nacional en la venta de calzado, textil y accesorios deportivos para toda la familia. Buscamos **VENDEDOR/A DE TEMPORADA** en la sucursal de **ANGELOPOLIS, PLAZA DORADA, OUTLET Y EXPLANADA** **Requisitos**: - Escolaridad mínima: Bachillerato concluido o trunco –Preferentemente experiencia y gusto por las ventas y/o atención al cliente - Documentos en regla, así como contar con buenas referencias laborales y personales -**Disponibilidad de laborar TIEMPO COMPLETO con dos días de descanso entre semana** **OFRECEMOS**: - Contratación directa por la empresa - Sueldo base de + atractivo esquema de comisiones - Prestaciones de ley, sueldo 100% nominal - Fondo de Ahorro del 4% -Caja de ahorro -Dos días de descanso - Descuentos en nuestros productos de hasta el 35% - Pago semanal - Uniformes - Excelente ambiente laboral -Apoyo por defunción de familiares directos -Regalo de cumpleaños entre otros -Bonos de temporada **Actividades**: - Atención al cliente y labor de venta - Recepción, conteo y etiquetado de mercancía - Acomodo y exhibición de producto - Limpieza del área de trabajo ¡No lo pienses más y ponte los tenis para unirte a la gran familia de Skechers! ¡Si cumples el perfil postúlate por este medio!","$ 9,500.00 (Mensual) + Comisiones"
"Asesor de ventas tienda Charly","Grupo Charly / Skechers","Cuajimalpa de Morelos, Ciudad de México DF","Hace 3 días","https://mx.computrabajo.com/trabajo-de-futbolista#BF108CCB5C4C28C861373E686DCF3405",2,"Contrato por tiempo indeterminado","[""Educación mínima: Educación media superior -Bachillerato General"",""Menos de 1 año de experiencia"",""Edad: entre 18 y 35 años""]","Grupo Charly & Skechers está en busca de tu talento para la posición de VENDEDOR/A en Skechers Centro Santa Fe ¡TU CARRERA COMIENZA AQUÍ! Si eres extrovertido/a, te apasionan las ventas, disfrutas el servicio y atención al cliente te invitamos a que formes parte de nuestro equipo de trabajo. Ofrecemos: -Sueldo base $9,500 mensuales brutos -Atractivas comisiones -Prestaciones de Ley -Fondo de ahorro -Caja de ahorro -2 descansos entre semana -Estabilidad laboral Requisitos: -Facilidad de aprendizaje y adaptación -Disponibilidad de horario -Tener Constancia de Situación Fiscal actualizada -Tener mínimo 2 cartas y/o constancias laborales (INDISPENSABLE) ¡SE PARTE DE NUESTRA GRAN FAMILIA! Postúlate a través de este medio, con tu CV con fotografía y tus datos de contacto actualizados, y en breve nos pondremos en contacto contigo.","$ 9,500.00 (Mensual) + Comisiones"
"Asesor de ventas tienda Charly","Grupo Charly / Skechers","León, Guanajuato","Hace 3 días (actualizada)","https://mx.computrabajo.com/trabajo-de-futbolista#4835A38F4E0C510661373E686DCF3405",2,"Contrato por tiempo indeterminado","[""Educación mínima: Educación media superior - Educación Profesional T"",""Menos de 1 año de experiencia"",""Edad: entre 22 y 35 años"",""Conocimientos: Adaptación al cambio, Gestión de proyectos, Ingeniería, Iniciativa, Innovación""]","Somos una empresa mexicana con más de 60 años en la indústria del calzado, dedicada a la comercialización, importación, exportación, manufactura y retail de calzado, ropa y accesorios deportivos. Siendo parte de la familia Charly, se nos da la oportunidad de trabajar en lo que más nos apasiona. Nós encontramos buscando talento que sea apasionado, creativo, dinámico y orientado a resultados. Actualmente estamos en búsqueda de: ""Ingeniero de Sistema de Gestión de Calidad"" (CEDIS). Objetivo del puesto: Analizar los procesos logísticos, por medio de la implementación del Sistema de Gestión de Calidad, participando activamente en la mejora continua a través de la optimización de recursos. Requisitos: -Ing. Industrial, Ing. Innovación empresarial, Ing. Sistemas Productivos. -Certificación yellow Bel (Deseable). -Certificación auditor interno ISO 19011:2018 (Deseable). Funciones: 1. Preparar documentación y ejecutar auditoría interna. 2. Generar reporte de hallazgo y dar seguimiento a la atención de no conformidades, actualizando el estatus de acciones correctivas en registros. 3. Documentar los procesos logísticos de acuerdo con el SGC. Estandarizar procesos, seguimiento a KPI´s y registros de estos. 4. Participar en la implementación de la Mejora Continua a través del Sistema de Gestión de Calidad. 5. Colaborar activamente con los dueños de los procesos en la implementación del SGC, así como su difusión. 6. Ejecutar sesiones de liberación para el alta de documentos, así como codificar nuevos documentos o actualización en cambios de versión. 7. Brindar soporte en el proyecto de EAD. 8. Apoyar en las actividades del departamento de Ingeniería cuando así lo requiera la operación. 9. Facilitar el plan de limpieza semanal y actividades acorde a lo establecido por 5s y LPA, así como el llenado del tablero de EAD. 10. Garantizar el cumplimiento del RIT y las normas de seguridad e higiene. Promover y hacer cumplir el código de conducta, ética y valores de la organización con su equipo de trabajo. Ofrecemos:  Pago semanal  Servicio de comedor  Fondo de ahorro  Descuentos en las marcas Charly y Skechers.  Horario de Lunes a jueves de 8:30 am-6:30 pm - viernes de 8:30 am-3:00 pm. ¡Ponte tus tenis Charly, se parte de nuestra familia y vive el mejor momento de Grupo Charly!","A convenir"
